"","msa","naics","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","n.5","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000","n1000_1","n1000_2","n1000_3","n1000_4"
"642",36940,"------","G",20521,"H",264575,"G",985044,1002,"487","209","142","107","24","21","7","3","N","N","N","N","N"
"643",36980,"------","G",46302,"G",486193,"G",1982361,2577,"1170","590","373","288","81","52","16","6","N","N","N","N","N"
"644",37020,"------","G",13994,"G",119453,"G",511175,1150,"588","258","151","104","30","17","N","N","N","N","N","N","N"
"645",37060,"------","G",18093,"G",148727,"G",627565,1289,"627","253","208","143","41","14","N","N","N","N","N","N","N"
"646",37080,"------","G",15711,"G",164259,"G",653076,907,"512","175","99","70","31","14","N","3","N","N","N","N","N"
"647",37100,"------","G",265180,"G",3977353,"G",15092610,21519,"12453","3696","2553","1792","641","309","50","17","8","4","3","N","N"
"648",37120,"------","G",10951,"H",139122,"H",559484,698,"354","148","105","59","18","10","3","N","N","N","N","N","N"
"649",37140,"------","G",40358,"G",422486,"G",1730659,2601,"1177","561","454","265","88","38","14","3","N","N","N","N","N"
"650",37220,"------","G",10124,"H",114227,"H",483968,730,"388","175","85","49","17","13","N","N","N","N","N","N","N"
"651",37260,"------","G",12733,"G",116298,"G",461929,1234,"689","256","165","87","24","9","3","N","N","N","N","N","N"
"652",37300,"------","G",11749,"G",111652,"G",458512,871,"468","198","96","76","20","6","4","3","N","N","N","N","N"
"653",37340,"------","G",189379,"G",2140256,"G",8888790,14516,"8620","2455","1695","1121","335","222","40","17","11","3","4","4","N"
"654",37420,"------","G",5900,"G",73108,"G",275753,535,"269","128","78","40","13","6","N","N","N","N","N","N","N"
"655",37460,"------","G",60878,"G",589995,"G",2498453,4978,"2694","996","601","479","127","63","13","3","N","N","N","N","N"
"656",37500,"------","H",15456,"H",158116,"H",584737,778,"381","178","103","75","18","15","N","4","N","N","N","N","N"
"657",37540,"------","G",8835,"G",75170,"G",313214,702,"368","135","104","66","20","6","N","N","N","N","N","N","N"
"658",37580,"------","G",18660,"G",178579,"G",708331,1218,"603","274","170","120","26","14","4","7","N","N","N","N","N"
"659",37620,"------","G",30022,"G",279257,"G",1093199,1994,"867","500","297","222","67","33","5","N","N","N","N","N","N"
"660",37660,"------","G",7594,"G",68252,"G",283707,443,"211","98","68","36","19","5","5","N","N","N","N","N","N"
"661",37740,"------","G",11231,"G",115751,"G",462569,1014,"584","181","152","68","9","13","5","N","N","N","N","N","N"
"662",37780,"------","G",6102,"G",99926,"G",389008,360,"140","73","56","67","15","8","N","N","N","N","N","N","N"
"663",37800,"------","H",16886,"H",175938,"H",724788,862,"495","158","106","69","19","7","4","N","3","N","N","N","N"
"664",37860,"------","G",141923,"G",1537702,"G",5962023,9876,"5569","1719","1184","921","281","153","33","9","7","3","N","N","N"
"665",37900,"------","G",158491,"H",2408999,"H",8565367,8255,"4031","1618","1207","890","294","161","31","12","11","3","3","3","N"
"666",37940,"------","G",6869,"G",54729,"G",232374,567,"301","126","71","48","13","5","N","N","N","N","N","N","N"
"667",37980,"------","G",2731773,"G",43771866,"G",166671036,149745,"80136","26737","19074","14492","5036","3021","777","293","179","85","51","27","16"
"668",38060,"------","G",1849812,"G",24951151,"G",97324113,101797,"56117","16266","12644","10146","3527","2150","587","234","126","65","35","19","7"
"669",38100,"------","G",8069,"G",62753,"G",257931,806,"432","171","119","61","14","6","3","N","N","N","N","N","N"
"670",38180,"------","G",7912,"G",72937,"G",307151,827,"486","146","113","62","14","3","N","N","N","N","N","N","N"
"671",38220,"------","G",21437,"G",204005,"G",830284,1489,"769","333","193","137","33","12","8","N","N","N","N","N","N"
"672",38240,"------","G",32880,"G",327001,"G",1368217,2319,"1227","487","298","199","67","33","5","N","N","N","N","N","N"
"673",38260,"------","G",14352,"G",118891,"G",487347,934,"485","183","124","90","31","11","8","N","N","N","N","N","N"
"674",38300,"------","G",1104086,"G",15247249,"G",59250350,59442,"29177","12063","8296","5986","2281","1159","323","85","72","34","20","14","4"
"675",38340,"------","G",52368,"G",603244,"G",2470656,3780,"2010","740","536","327","90","59","12","N","4","3","N","N","N"
"676",38380,"------","G",9947,"G",92660,"G",355465,669,"336","150","90","67","15","5","3","3","N","N","N","N","N"
"677",38420,"------","G",13556,"G",122964,"G",526926,1191,"643","231","177","98","23","13","5","N","N","N","N","N","N"
"678",38460,"------","G",25619,"G",244774,"G",1020201,1789,"872","374","267","183","58","27","6","N","N","N","N","N","N"
"679",38500,"------","G",18014,"G",168171,"G",711069,1085,"537","245","120","98","52","23","8","N","N","N","N","N","N"
"680",38540,"------","G",25109,"G",216667,"G",913615,2154,"1153","421","301","206","47","17","6","N","N","N","N","N","N"
"681",38580,"------","G",13572,"G",137426,"G",542804,896,"444","215","138","58","19","15","5","N","N","N","N","N","N"
"682",38620,"------","G",14607,"G",152681,"G",587568,1080,"557","212","137","124","29","14","6","N","N","N","N","N","N"
"683",38700,"------","G",11206,"H",132499,"G",485270,852,"438","183","127","71","17","9","5","N","N","N","N","N","N"
"684",38740,"------","G",14097,"G",124145,"G",515647,1032,"531","209","144","96","36","11","3","N","N","N","N","N","N"
"685",38780,"------","G",3359,"H",27947,"H",112004,323,"174","71","41","28","4","5","N","N","N","N","N","N","N"
"686",38820,"------","G",18421,"G",171284,"G",734289,2081,"1257","419","221","127","34","20","N","N","N","N","N","N","N"
"687",38840,"------","G",10209,"H",119311,"H",485232,1019,"608","205","117","57","17","11","N","N","N","N","N","N","N"
"688",38860,"------","G",246049,"G",3106747,"G",12439364,18366,"10398","3333","2270","1553","465","259","67","10","11","6","N","N","N"
"689",38900,"------","G",1083936,"G",16189715,"G",64970051,71272,"38691","13141","9235","6487","2159","1114","304","83","58","24","19","10","5"
"690",38920,"------","G",9970,"H",160620,"H",623589,438,"233","85","52","39","11","12","3","N","N","N","N","N","N"
"691",38940,"------","G",128678,"G",1259864,"G",5138235,11908,"7464","1884","1221","884","261","158","25","6","5","4","N","N","N"
"692",39020,"------","G",18850,"G",162315,"G",704037,1252,"571","302","196","117","46","16","3","N","N","N","N","N","N"
"693",39060,"------","G",40831,"G",401246,"G",1659946,2708,"1415","553","354","232","81","54","13","5","N","N","N","N","N"
"694",39140,"------","G",62017,"G",557217,"G",2318024,6002,"3545","1066","724","472","133","44","9","5","4","4","N","N","N"
"695",39220,"------","G",5762,"G",57894,"G",239842,468,"241","91","65","46","19","4","N","N","N","N","N","N","N"
"696",39260,"------","G",4357,"H",43867,"G",181119,554,"346","112","55","27","8","6","N","N","N","N","N","N","N"
"697",39300,"------","G",642992,"G",8148852,"G",32254993,41454,"22401","7581","5381","3894","1207","754","141","56","39","19","12","6","N"
"698",39340,"------","G",237511,"G",2699231,"G",10936684,15023,"9255","2178","1688","1166","393","239","66","24","14","6","4","N","N"
"699",39380,"------","G",51786,"G",514918,"G",2173603,3212,"1612","647","471","306","103","51","12","6","4","3","N","N","N"
"700",39420,"------","G",10823,"G",115269,"G",494147,838,"444","181","111","73","21","5","N","N","N","N","N","N","N"
"701",39460,"------","G",39400,"G",362238,"G",1466527,4079,"2481","752","420","300","74","41","9","N","N","N","N","N","N"
"702",39500,"------","G",34095,"G",358192,"G",1454002,1953,"998","380","272","191","58","36","13","3","N","N","N","N","N"
"703",39540,"------","G",68432,"G",797278,"G",3395860,4021,"1953","816","538","449","142","91","23","6","3","N","N","N","N"
"704",39580,"------","G",552277,"G",8078277,"G",31847451,34900,"19073","5960","4232","3510","1262","633","157","51","22","7","11","N","3"
"705",39660,"------","G",55074,"G",567748,"G",2336664,4769,"2649","903","623","408","124","47","11","3","N","N","N","N","N"
"706",39700,"------","H",2357,"H",18853,"H",77526,189,"92","43","27","17","7","3","N","N","N","N","N","N","N"
"707",39740,"------","G",162134,"G",1927832,"G",7940841,8354,"4022","1720","1146","893","308","192","50","12","11","7","N","N","N"
"708",39780,"------","G",13098,"G",150608,"G",626928,994,"537","199","144","77","18","9","8","N","N","N","N","N","N"
"709",39820,"------","G",50946,"G",524292,"G",2252285,4337,"2259","893","601","425","96","48","11","3","N","N","N","N","N"
"710",39860,"------","G",20405,"G",230033,"G",944021,1270,"666","273","163","102","30","24","6","5","N","N","N","N","N"
"711",39900,"------","G",205149,"G",2427790,"G",10087681,13052,"6805","2347","1832","1330","424","233","57","14","10","3","5","N","N"
"712",39940,"------","H",21164,"G",126865,"G",555340,1300,"795","210","147","102","25","17","N","N","N","N","N","N","N"
"713",39980,"------","G",25712,"G",247035,"G",1015502,1430,"642","298","225","154","64","39","6","N","N","N","N","N","N"
"714",40060,"------","G",565600,"G",8277037,"G",30771239,32397,"16556","5938","4448","3462","1129","617","155","58","34","15","12","5","N"
"715",40080,"------","G",28188,"G",253355,"G",1072522,1945,"1044","379","250","177","50","29","11","4","N","N","N","N","N"
"716",40100,"------","G",8853,"G",46359,"G",190054,578,"278","141","95","45","8","4","5","N","N","N","N","N","N"
"717",40140,"------","G",1237028,"G",13323505,"G",54994878,77626,"40725","14198","10518","7759","2534","1387","325","113","67","28","25","12","N"
"718",40180,"------","G",9980,"G",96877,"G",402122,1263,"769","258","135","74","18","5","4","N","N","N","N","N","N"
"719",40220,"------","G",148114,"G",1586555,"G",6552485,8109,"4076","1542","1153","839","290","152","37","11","9","4","3","N","N"
"720",40260,"------","G",17654,"H",160318,"G",641835,1199,"596","265","173","98","47","11","6","N","N","N","N","N","N"
"721",40300,"------","G",13315,"H",158338,"G",623274,1037,"610","184","110","83","32","11","4","3","N","N","N","N","N"
"722",40340,"------","H",115028,"H",1637397,"H",6475514,5136,"2652","1010","700","494","167","79","27","N","5","N","N","N","N"
"723",40380,"------","G",457157,"G",5323094,"G",21753598,24610,"12795","4624","3329","2412","783","445","141","55","26","12","8","N","4"
"724",40420,"------","G",134792,"G",1579845,"G",6313993,7134,"3537","1369","991","745","278","160","37","7","10","N","6","N","N"
"725",40460,"------","G",11495,"G",95902,"G",396662,810,"420","177","98","78","20","11","4","N","N","N","N","N","N"
"726",40540,"------","G",15461,"G",248214,"G",994847,1207,"610","258","169","128","24","11","5","N","N","N","N","N","N"
"727",40580,"------","G",49310,"G",473395,"G",1918424,2804,"1380","581","392","291","94","45","11","7","3","N","N","N","N"
"728",40620,"------","G",14334,"G",119013,"G",494162,1053,"529","205","159","107","40","8","3","N","N","N","N","N","N"
"729",40660,"------","G",37509,"G",372936,"G",1498293,2012,"1030","351","283","212","69","49","12","4","N","N","N","N","N"
"730",40700,"------","G",31836,"G",344608,"G",1425127,2592,"1398","538","363","181","66","33","9","N","N","N","N","N","N"
"731",40740,"------","G",16723,"G",146227,"G",613242,1356,"687","263","208","140","37","17","3","N","N","N","N","N","N"
"732",40760,"------","G",5261,"G",38857,"G",167381,669,"393","132","96","36","8","3","N","N","N","N","N","N","N"
"733",40780,"------","G",27949,"G",271414,"G",1125056,1886,"995","392","238","162","56","32","4","5","N","N","N","N","N"
"734",40820,"------","G",15547,"G",135956,"G",565763,1093,"522","228","163","122","35","17","6","N","N","N","N","N","N"
"735",40860,"------","G",24022,"G",266963,"G",1022041,2030,"1150","404","257","155","36","21","4","N","3","N","N","N","N"
"736",40900,"------","G",786301,"G",10888014,"G",45025861,50935,"27198","9252","6756","4917","1611","903","194","65","39","15","14","7","3"
"737",40940,"------","G",7535,"G",74899,"G",304799,521,"255","100","85","56","15","5","4","N","N","N","N","N","N"
"738",40980,"------","G",79213,"G",835748,"G",3395596,4180,"1853","909","676","482","160","74","13","6","7","N","3","N","N"
"739",41060,"------","G",101218,"G",1142188,"G",4747164,5338,"2622","1018","751","597","192","109","30","12","7","4","N","N","N"
"740",41100,"------","G",56729,"G",519145,"G",2136644,5622,"3484","856","662","435","123","46","12","3","N","N","N","N","N"
"741",41140,"------","G",49610,"G",552953,"G",2271401,2752,"1424","509","364","294","81","59","13","4","4","N","N","N","N"
"742",41180,"------","G",1253072,"G",17317872,"G",67252627,71770,"38439","12461","9155","7273","2443","1431","374","122","72","29","25","15","3"
"743",41220,"------","G",9529,"G",78465,"G",321793,857,"449","167","140","77","14","5","4","N","N","N","N","N","N"
"744",41260,"------","G",13952,"G",145659,"G",579898,885,"402","212","138","86","22","14","9","N","N","N","N","N","N"
"745",41400,"------","G",26882,"G",226626,"G",946635,1955,"921","455","303","175","70","21","6","4","N","N","N","N","N"
"746",41420,"------","G",126834,"G",1256389,"G",5331380,10089,"5280","2134","1327","922","272","115","27","9","3","N","N","N","N"
"747",41460,"------","G",26755,"G",251205,"G",1022106,1603,"771","321","235","167","59","40","7","N","N","N","N","N","N"
"748",41500,"------","G",119472,"G",1381224,"G",5928394,8830,"4655","1730","1220","813","256","117","23","12","4","N","N","N","N"
"749",41540,"------","G",134180,"G",1221001,"G",5356431,10792,"5808","2065","1458","1018","285","125","20","6","7","3","3","N","N"
"750",41620,"------","G",645410,"G",8963494,"G",35293645,33964,"18732","5466","4441","3123","1185","701","187","82","47","23","9","9","6"
"751",41660,"------","G",40996,"G",421410,"G",1734257,2846,"1388","628","401","284","93","35","12","4","N","N","N","N","N"
"752",41700,"------","G",914191,"G",10937359,"G",42790169,47229,"23683","8803","6601","4877","1831","989","267","124","54","26","15","11","N"
"753",41740,"------","G",1313497,"G",20672412,"G",81122280,87334,"50618","14345","10179","7547","2579","1493","385","116","72","28","22","19","3"
"754",41760,"------","G",13063,"G",111605,"G",487634,1656,"1106","272","161","73","25","15","3","N","N","N","N","N","N"
"755",41780,"------","G",32581,"G",308528,"G",1296227,1805,"847","405","266","175","70","29","7","3","3","N","N","N","N"
"756",41820,"------","G",24077,"G",275550,"H",1080307,1336,"670","292","171","122","38","27","11","4","N","N","N","N","N"
"757",41860,"------","G",2282577,"G",59641390,"G",228095819,131744,"71697","23337","16788","12100","4319","2444","651","246","162","81","52","22","7"
"758",41940,"------","G",1115736,"G",37427699,"G",149074289,50043,"26943","8769","6329","4750","1660","1003","344","135","110","47","37","19","7"
"759",42020,"------","G",96358,"G",1175223,"G",4785009,8538,"4681","1654","1125","763","219","75","10","7","4","N","3","N","N"
"760",42100,"------","G",82282,"G",1059025,"G",4411519,7067,"3963","1351","897","571","161","100","14","8","N","N","N","N","N"
"761",42140,"------","G",47235,"G",466620,"G",2049791,4806,"2867","888","536","363","91","50","9","N","N","N","N","N","N"
"762",42200,"------","G",156903,"G",2196787,"G",8971981,11859,"6396","2258","1578","1097","324","152","33","13","8","5","N","N","N"
"763",42220,"------","G",178775,"G",2422540,"G",10109333,14297,"7711","2806","1934","1214","363","208","49","6","6","3","3","N","N"
"764",42300,"------","G",8445,"G",63537,"G",269373,764,"440","154","89","60","10","8","N","N","N","N","N","N","N"
"765",42340,"------","G",162286,"G",1785411,"G",7170692,9567,"4797","1822","1360","998","350","185","36","10","9","N","5","N","N"
"766",42380,"------","H",18887,"H",216205,"H",867938,1314,"658","286","209","103","37","12","5","N","N","N","N","N","N"
"767",42420,"------","G",12277,"G",112021,"G",481403,1070,"568","201","152","114","27","5","N","N","N","N","N","N","N"
"768",42460,"------","G",13101,"G",112076,"G",459173,833,"456","183","82","69","21","14","7","N","N","N","N","N","N"
"769",42540,"------","G",239964,"G",2527995,"G",10221784,12960,"6504","2611","1679","1319","428","290","86","29","14","4","9","N","N"
"770",42620,"------","G",22593,"G",194048,"G",796228,1552,"806","343","204","131","41","18","4","3","N","N","N","N","N"
"771",42660,"------","G",1806755,"G",35730291,"G",138323253,108500,"60562","19175","13325","9601","3203","1849","491","179","115","37","43","23","12"
"772",42680,"------","G",47529,"G",489389,"G",1928190,4409,"2719","720","477","319","105","57","9","N","N","N","N","N","N"
"773",42700,"------","G",20941,"G",176555,"G",706295,1959,"1090","398","243","164","42","17","3","N","N","N","N","N","N"
"774",42740,"------","G",17809,"G",149695,"G",614905,1003,"493","205","145","102","30","17","7","N","N","N","N","N","N"
"775",42780,"------","G",15571,"G",110123,"G",430693,894,"410","199","128","102","30","19","3","N","N","N","N","N","N"
"776",42820,"------","G",10030,"G",102892,"G",384616,673,"345","152","97","48","12","12","6","N","N","N","N","N","N"
"777",42860,"------","G",19924,"H",239836,"G",904983,1604,"954","293","189","112","30","14","7","4","N","N","N","N","N"
"778",42900,"------","G",10346,"G",98380,"G",405325,716,"366","149","100","66","23","6","4","N","N","N","N","N","N"
"779",42940,"------","G",43528,"G",277228,"G",1296485,2859,"1258","618","460","350","110","51","8","3","N","N","N","N","N"
"780",42980,"------","G",21718,"G",271211,"G",1053993,1000,"509","219","140","77","26","16","5","5","3","N","N","N","N"
"781",43020,"------","G",11350,"G",97301,"G",409447,905,"495","193","110","69","18","13","7","N","N","N","N","N","N"
"782",43060,"------","G",17537,"G",146487,"G",605037,1312,"671","264","177","137","39","18","3","3","N","N","N","N","N"
"783",43100,"------","G",53477,"G",632998,"G",2507578,2678,"1251","578","379","284","104","51","13","13","5","4","N","N","N"
"784",43140,"------","G",30928,"G",290451,"G",1202216,1951,"961","436","271","168","65","36","8","4","N","N","N","N","N"
"785",43180,"------","G",14983,"G",142064,"G",581087,800,"412","178","106","66","15","10","8","3","N","N","N","N","N"
"786",43220,"------","G",9757,"G",94045,"G",403232,1065,"644","212","132","54","12","8","N","N","N","N","N","N","N"
"787",43260,"------","G",11136,"G",116662,"G",504023,1435,"918","258","148","86","16","6","N","N","N","N","N","N","N"
"788",43300,"------","G",41210,"G",399943,"G",1658775,2636,"1352","546","346","251","86","36","12","4","3","N","N","N","N"
"789",43320,"------","G",19469,"G",180871,"G",742153,1791,"944","392","267","130","37","13","7","N","N","N","N","N","N"
"790",43340,"------","G",153166,"G",1605623,"G",6400130,9884,"4843","2017","1453","1013","347","162","30","8","11","5","6","N","N"
"791",43380,"------","G",25889,"G",319940,"G",1324175,965,"448","183","135","114","40","26","14","3","N","N","N","N","N"
"792",43420,"------","G",26186,"G",241637,"G",988710,2136,"1085","480","304","176","54","28","7","N","N","N","N","N","N"
"793",43460,"------","G",14122,"G",130838,"G",540505,1068,"556","208","164","95","29","10","4","N","N","N","N","N","N"
"794",43500,"------","H",6761,"H",68072,"H",269922,575,"336","103","79","41","7","5","N","N","N","N","N","N","N"
"795",43580,"------","G",80957,"G",844640,"G",3577473,4369,"2214","816","626","454","143","73","29","6","8","4","N","N","N"
"796",43620,"------","G",144112,"H",1744542,"H",6985408,7995,"4118","1451","1132","834","256","139","39","18","8","5","N","N","N"
"797",43660,"------","H",5142,"H",69729,"G",267559,422,"188","93","73","48","15","4","N","N","N","N","N","N","N"
"798",43700,"------","G",21246,"G",190354,"G",781083,1406,"674","308","205","148","40","22","5","3","N","N","N","N","N"
"799",43740,"------","G",19890,"G",185889,"G",754735,1651,"869","367","206","140","42","21","4","N","N","N","N","N","N"
"800",43760,"------","G",12806,"G",131611,"G",565266,1266,"745","268","140","80","21","8","N","N","N","N","N","N","N"
"801",43780,"------","G",131254,"G",1375671,"G",5715264,6592,"3017","1325","988","786","265","165","36","3","7","3","N","N","N"
"802",43900,"------","G",147683,"G",1711901,"G",6911817,7064,"3472","1430","929","734","277","149","38","24","11","6","N","N","N"
"803",43940,"------","G",10120,"G",81862,"G",349099,1090,"693","182","110","68","19","16","N","N","N","N","N","N","N"
"804",43980,"------","G",7225,"G",63302,"G",276527,581,"290","120","80","62","18","10","N","N","N","N","N","N","N"
"805",44020,"------","G",7729,"G",69305,"G",314475,782,"470","141","106","41","15","5","3","N","N","N","N","N","N"
"806",44060,"------","G",207824,"G",2412640,"G",9985288,14604,"7735","2801","1898","1403","468","225","50","17","7","3","N","N","N"
"807",44100,"------","G",83625,"G",915546,"G",3672577,5079,"2563","954","752","521","169","89","21","5","5","N","N","3","N"
"808",44140,"------","G",226187,"G",2628408,"G",10369082,13048,"6456","2540","1892","1370","459","258","40","16","17","6","7","3","N"
"809",44180,"------","G",193678,"G",1957963,"G",8064698,11934,"6313","2175","1579","1228","373","184","50","22","10","6","N","3","N"
"810",44220,"------","G",39729,"G",372237,"G",1496714,2198,"1018","466","321","249","80","46","12","N","4","3","N","N","N"
"811",44260,"------","G",13385,"G",97550,"G",404812,913,"429","203","127","110","29","9","3","3","N","N","N","N","N"
"812",44300,"------","G",46608,"G",480985,"G",1921545,3356,"1678","655","461","379","114","60","7","N","N","N","N","N","N"
"813",44340,"------","G",18826,"G",147312,"G",602931,1495,"783","271","231","144","50","9","5","N","N","N","N","N","N"
"814",44420,"------","G",41327,"G",399052,"G",1669756,2779,"1432","567","350","292","81","39","10","6","N","N","N","N","N"
"815",44460,"------","G",14822,"G",142723,"G",554080,1780,"1203","274","156","105","31","9","N","N","N","N","N","N","N"
"816",44500,"------","G",13293,"G",118284,"G",482535,995,"506","210","148","87","23","14","6","N","N","N","N","N","N"
"817",44540,"------","G",5073,"G",44982,"G",187115,569,"325","113","74","45","8","3","N","N","N","N","N","N","N"
"818",44580,"------","G",17838,"G",184808,"G",717658,1181,"600","284","142","91","35","21","4","3","N","N","N","N","N"
"819",44620,"------","G",30297,"G",347128,"G",1332871,1719,"814","363","260","184","52","28","12","5","N","N","N","N","N"
"820",44660,"------","G",24015,"G",205866,"G",863126,1843,"903","393","273","188","54","27","4","N","N","N","N","N","N"
"821",44700,"------","G",195234,"G",2201503,"G",9144028,11989,"5993","2335","1665","1221","478","227","46","16","8","N","3","3","N"
"822",44740,"------","H",8973,"H",82839,"H",341904,540,"291","114","72","41","12","5","3","N","N","N","N","N","N"
"823",44780,"------","G",19520,"G",236746,"G",884289,1132,"562","247","150","100","36","27","7","N","N","N","N","N","N"
"824",44860,"------","G",10069,"G",90615,"G",382152,749,"374","171","92","79","18","11","4","N","N","N","N","N","N"
"825",44900,"------","H",4762,"H",38801,"H",157723,318,"180","76","31","17","5","6","N","N","N","N","N","N","N"
"826",44920,"------","G",28700,"G",323120,"G",1184537,2519,"1607","360","255","205","61","21","7","N","N","N","N","N","N"
"827",44940,"------","G",32663,"G",312815,"G",1263008,1763,"776","421","276","172","71","37","3","3","4","3","N","N","N"
"828",44980,"------","G",23402,"G",228389,"G",933087,1649,"855","374","196","137","49","27","9","N","N","N","N","N","N"
"829",45000,"------","G",3540,"G",32399,"G",140812,405,"247","65","56","23","9","5","N","N","N","N","N","N","N"
"830",45020,"------","G",5349,"G",67884,"G",259866,340,"164","76","59","24","9","4","3","N","N","N","N","N","N"
"831",45060,"------","G",261828,"G",3044087,"G",12336734,15026,"7690","2915","2083","1453","477","279","79","38","12","6","N","3","N"
"832",45140,"------","G",9423,"G",74459,"G",304386,755,"392","185","105","47","13","8","3","N","N","N","N","N","N"
"833",45180,"------","G",26562,"G",280696,"G",1173845,1345,"673","289","180","119","46","19","14","4","N","N","N","N","N"
"834",45220,"------","G",117467,"G",1226990,"G",5083112,9084,"4878","1665","1194","925","270","115","32","3","N","N","N","N","N"
"835",45300,"------","G",1169494,"G",14725312,"G",58520601,81384,"49659","12646","8650","6279","2217","1410","332","118","73","36","23","12","N"
"836",45340,"------","G",9492,"G",69564,"G",274154,1056,"661","191","110","65","13","14","N","N","N","N","N","N","N"
"837",45380,"------","H",7917,"H",86610,"H",327380,703,"382","161","81","53","13","10","3","N","N","N","N","N","N"
"838",45460,"------","G",56753,"G",559077,"G",2267462,3461,"1603","756","543","358","108","71","15","4","3","N","N","N","N"
"839",45500,"------","G",48123,"G",450326,"G",1877969,3059,"1399","720","441","331","110","44","5","6","3","N","N","N","N"
"840",45520,"------","G",7906,"G",78445,"G",319805,709,"387","132","105","60","16","7","N","N","N","N","N","N","N"
"841",45540,"------","G",26554,"G",247185,"G",1013520,1665,"923","259","211","159","65","38","7","N","N","N","N","N","N"
"842",45580,"------","G",5503,"G",48919,"G",203700,457,"240","112","59","31","5","7","N","N","N","N","N","N","N"
"843",45620,"------","G",17052,"G",195015,"G",747746,1129,"595","217","158","101","27","24","4","N","N","N","N","N","N"
"844",45660,"------","G",16947,"G",148674,"G",605486,1033,"497","233","142","91","42","19","7","N","N","N","N","N","N"
"845",45700,"------","G",18014,"G",171449,"G",701862,1078,"520","195","166","133","40","18","3","N","N","N","N","N","N"
"846",45740,"------","H",8468,"G",77807,"G",313993,541,"291","107","59","57","12","9","6","N","N","N","N","N","N"
"847",45780,"------","G",269183,"G",3182734,"G",12612247,13020,"5726","2711","2015","1631","493","306","95","25","18","8","8","N","N"
"848",45820,"------","G",84459,"G",998865,"G",3892161,5012,"2449","1056","728","492","154","95","25","7","6","5","N","N","N"
"849",45860,"------","G",52519,"G",550175,"G",2357735,4693,"2704","906","535","356","110","65","14","3","N","N","N","N","N"
"850",45900,"------","G",58876,"G",603306,"G",2650807,4959,"2718","969","637","455","106","58","11","3","N","N","N","N","N"
"851",45940,"------","G",199859,"H",4051304,"G",14128509,9694,"5107","1791","1221","927","334","215","61","20","18","5","8","3","N"
"852",45980,"------","G",12108,"G",111966,"G",458040,652,"302","139","99","75","16","12","7","N","N","N","N","N","N"
"853",46020,"------","G",29332,"G",300578,"G",1256289,3119,"1926","552","367","202","41","23","4","N","N","N","N","N","N"
"854",46060,"------","G",331057,"G",3763326,"G",14743340,20400,"10367","3800","3053","2055","630","364","78","34","19","11","4","3","N"
"855",46100,"------","G",33436,"G",360113,"G",1506290,1994,"1007","403","293","188","53","25","19","3","3","3","N","N","N"
"856",46140,"------","G",414971,"G",5447843,"G",21113210,24706,"13054","4499","3099","2535","845","488","119","44","23","9","10","3","N"
"857",46180,"------","G",65141,"G",621490,"G",2485225,3374,"1580","725","495","359","110","72","25","3","5","N","N","N","N"
"858",46220,"------","G",85245,"G",941161,"G",3851619,4526,"2078","967","693","518","158","71","25","9","7","5","N","N","N"
"859",46300,"------","G",37760,"G",328829,"G",1394617,3273,"1841","611","388","303","84","36","6","3","N","N","N","N","N"
"860",46340,"------","G",94185,"G",1007082,"G",4044285,5940,"3030","1144","832","587","210","99","26","5","7","3","4","N","N"
"861",46380,"------","G",23543,"G",223809,"G",967082,2445,"1360","488","332","187","56","17","4","N","N","N","N","N","N"
"862",46460,"------","G",10168,"G",87698,"G",368090,762,"368","163","123","78","17","9","3","N","N","N","N","N","N"
"863",46500,"------","G",9594,"G",103071,"G",416812,584,"333","116","62","42","13","12","3","3","N","N","N","N","N"
"864",46520,"------","G",368904,"G",4512309,"G",17932403,21420,"10910","4056","2936","2152","813","385","98","50","20","7","9","4","N"
"865",46540,"------","G",101677,"G",1051452,"G",4187611,5982,"3124","1207","781","559","168","95","29","11","8","3","3","N","N"
"866",46620,"------","G",7564,"G",63523,"G",261210,639,"304","151","104","56","14","8","N","N","N","N","N","N","N"
"867",46660,"------","G",45266,"G",391555,"G",1627184,3099,"1594","612","395","344","92","50","7","N","3","N","N","N","N"
"868",46700,"------","G",116890,"G",1562551,"G",6266614,7250,"3617","1410","1054","729","267","121","35","12","5","3","N","N","N"
"869",46740,"------","G",7118,"G",62129,"G",251642,550,"303","99","79","40","19","7","3","N","N","N","N","N","N"
"870",46780,"------","G",10520,"G",101070,"G",408173,548,"258","115","78","65","15","7","7","N","N","N","N","N","N"
"871",46820,"------","G",3789,"G",24943,"G",104121,305,"172","41","43","38","4","6","N","N","N","N","N","N","N"
"872",46860,"------","G",9153,"G",103143,"G",421879,1060,"629","183","135","89","17","5","N","N","N","N","N","N","N"
"873",46900,"------","H",4532,"H",42393,"H",166348,280,"159","55","31","24","6","3","N","N","N","N","N","N","N"
"874",46980,"------","G",17775,"G",184957,"G",739898,1104,"562","223","149","112","30","16","8","4","N","N","N","N","N"
"875",47020,"------","G",34679,"G",402893,"G",1586056,2418,"1118","547","364","272","76","30","5","4","N","N","N","N","N"
"876",47080,"------","G",10490,"G",87332,"G",353542,760,"383","164","104","74","20","10","3","N","N","N","N","N","N"
"877",47180,"------","H",14047,"H",135430,"H",567364,843,"404","179","116","98","28","11","4","N","N","N","N","N","N"
