,MSA,year,income_pc
25102,"Buffalo-Cheektowaga, NY",2018,49344
25103,"Burlington, NC",2018,39742
25104,"Burlington-South Burlington, VT",2018,56799
25105,"California-Lexington Park, MD",2018,56372
25106,"Boston-Cambridge-Newton, MA-NH",2018,77752
25107,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
25108,"Canton-Massillon, OH",2018,44544
25109,"Cape Coral-Fort Myers, FL",2018,52022
25110,"Cape Girardeau, MO-IL",2018,42816
25111,"Carbondale-Marion, IL",2018,40124
25112,"Cedar Rapids, IA",2018,52032
25113,"Chambersburg-Waynesboro, PA",2018,46435
25114,"Champaign-Urbana, IL",2018,44971
25115,"Charleston, WV",2018,44328
25116,"Charlotte-Concord-Gastonia, NC-SC",2018,52232
25117,"Charlottesville, VA",2018,66576
25118,"Chattanooga, TN-GA",2018,45935
25119,"Cheyenne, WY",2018,52224
25120,"Chicago-Naperville-Arlington Heights, IL",2018,
25121,"Chico, CA",2018,42441
25122,"Cleveland, TN",2018,38418
25123,"Cleveland-Elyria, OH",2018,53881
25124,"College Station-Bryan, TX",2018,41146
25125,"Colorado Springs, CO",2018,48562
25126,"Columbia, MO",2018,45575
25127,"Columbus, GA-AL",2018,40276
25128,"Columbus, OH",2018,51196
25129,"Corpus Christi, TX",2018,43618
25130,"Crestview-Fort Walton Beach-Destin, FL",2018,52807
25131,"Cumberland, MD-WV",2018,39817
25132,"Dallas-Fort Worth-Arlington, TX",2018,57562
25133,"Dalton, GA",2018,36697
25134,"Danville, IL",2018,38433
25135,"Daphne-Fairhope-Foley, AL",2018,46905
25136,"Davenport-Moline-Rock Island, IA-IL",2018,48660
25137,"Dayton, OH",2018,
25138,"Decatur, AL",2018,38608
25139,"Decatur, IL",2018,47662
25140,"Deltona-Daytona Beach-Ormond Beach, FL",2018,43575
25141,"Denver-Aurora-Lakewood, CO",2018,64114
25142,"Des Moines-West Des Moines, IA",2018,53814
25143,"Detroit-Warren-Dearborn, MI",2018,52469
25144,"Dothan, AL",2018,41141
25145,"Dover, DE",2018,42155
25146,"Dubuque, IA",2018,49703
25147,"Duluth, MN-WI",2018,45717
25148,"Durham-Chapel Hill, NC",2018,52243
25149,"Dutchess County-Putnam County, NY",2018,
25150,"East Stroudsburg, PA",2018,42708
25151,"Eau Claire, WI",2018,47300
25152,"El Centro, CA",2018,35331
25153,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
25154,"Elmira, NY",2018,43941
25155,"El Paso, TX",2018,36347
25156,"Enid, OK",2018,44288
25157,"Erie, PA",2018,44740
25158,"Eugene-Springfield, OR",2018,44957
25159,"Fargo, ND-MN",2018,53618
25160,"Fayetteville, NC",2018,36324
25161,"Fayetteville-Springdale-Rogers, AR",2018,67281
25162,"Flint, MI",2018,40495
25163,"Florence-Muscle Shoals, AL",2018,37042
25164,"Fond du Lac, WI",2018,48245
25165,"Fort Collins, CO",2018,53836
25166,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2018,
25167,"Fort Smith, AR-OK",2018,37211
25168,"Dallas-Fort Worth-Arlington, TX",2018,57562
25169,"Fresno, CA",2018,41248
25170,"Gadsden, AL",2018,36583
25171,"Gainesville, FL",2018,43026
25172,"Gainesville, GA",2018,44831
25173,"Gettysburg, PA",2018,48826
25174,"Glens Falls, NY",2018,46461
25175,"Goldsboro, NC",2018,38115
25176,"Grand Island, NE",2018,43165
25177,"Grand Junction, CO",2018,44691
25178,"Grand Rapids-Kentwood, MI",2018,49040
25179,"Grants Pass, OR",2018,40980
25180,"Greeley, CO",2018,47884
25181,"Green Bay, WI",2018,51276
25182,"Greensboro-High Point, NC",2018,42745
25183,"Greenville, NC",2018,41163
25184,"Gulfport-Biloxi, MS",2018,36703
25185,"Hagerstown-Martinsburg, MD-WV",2018,43505
25186,"Hanford-Corcoran, CA",2018,35267
25187,"Harrisburg-Carlisle, PA",2018,52270
25188,"Harrisonburg, VA",2018,39471
25189,"Hattiesburg, MS",2018,38334
25190,"Hickory-Lenoir-Morganton, NC",2018,39205
25191,"Hinesville, GA",2018,34575
25192,"Homosassa Springs, FL",2018,38263
25193,"Hot Springs, AR",2018,40053
25194,"Houston-The Woodlands-Sugar Land, TX",2018,57875
25195,"Huntsville, AL",2018,50044
25196,"Iowa City, IA",2018,54289
25197,"Ithaca, NY",2018,44692
25198,"Jackson, MI",2018,39359
25199,"Jackson, MS",2018,43423
25200,"Jackson, TN",2018,39585
25201,"Jacksonville, FL",2018,50411
25202,"Jacksonville, NC",2018,40077
25203,"Janesville-Beloit, WI",2018,43868
25204,"Jefferson City, MO",2018,42101
25205,"Johnson City, TN",2018,39978
25206,"Johnstown, PA",2018,43050
25207,"Jonesboro, AR",2018,36294
25208,"Joplin, MO",2018,40371
25209,"Kalamazoo-Portage, MI",2018,47968
25210,"Kankakee, IL",2018,41173
25211,"Kansas City, MO-KS",2018,53688
25212,"Kennewick-Richland, WA",2018,43203
25213,"Killeen-Temple, TX",2018,42169
25214,"Kingsport-Bristol, TN-VA",2018,39689
25215,"Kingston, NY",2018,50378
25216,"Knoxville, TN",2018,46341
25217,"La Crosse-Onalaska, WI-MN",2018,49888
25218,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
25219,"Lakeland-Winter Haven, FL",2018,36048
25220,"Lancaster, PA",2018,52682
25221,"Lansing-East Lansing, MI",2018,41190
25222,"Laredo, TX",2018,31907
25223,"Las Vegas-Henderson-Paradise, NV",2018,47184
25224,"Lawrence, KS",2018,43888
25225,"Lawton, OK",2018,41236
25226,"Lebanon, PA",2018,47772
25227,"Lima, OH",2018,42427
25228,"Lincoln, NE",2018,49479
25229,"Little Rock-North Little Rock-Conway, AR",2018,45563
25230,"Longview, TX",2018,42174
25231,"Longview, WA",2018,43407
25232,"Los Angeles-Long Beach-Glendale, CA",2018,
25233,"Lubbock, TX",2018,43189
25234,"Lynchburg, VA",2018,39668
25235,"Macon-Bibb County, GA",2018,40191
25236,"Madera, CA",2018,37373
25237,"Madison, WI",2018,59266
25238,"Mansfield, OH",2018,39173
25239,"McAllen-Edinburg-Mission, TX",2018,27007
25240,"Medford, OR",2018,45903
25241,"Memphis, TN-MS-AR",2018,46481
25242,"Merced, CA",2018,37193
25243,"Miami-Miami Beach-Kendall, FL",2018,
25244,"Midland, MI",2018,53973
25245,"Midland, TX",2018,130647
25246,"Milwaukee-Waukesha, WI",2018,56253
25247,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
25248,"Mobile, AL",2018,38119
25249,"Modesto, CA",2018,41850
25250,"Monroe, MI",2018,47091
25251,"Montgomery, AL",2018,43156
25252,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
25253,"Morgantown, WV",2018,43856
25254,"Morristown, TN",2018,36379
25255,"Mount Vernon-Anacortes, WA",2018,50703
25256,"Muskegon, MI",2018,38141
25257,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
25258,"Naples-Marco Island, FL",2018,99997
25259,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
25260,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
25261,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
25262,"New Bern, NC",2018,41910
25263,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
25264,"Niles, MI",2018,47325
25265,"North Port-Sarasota-Bradenton, FL",2018,58060
25266,"Oakland-Hayward-Berkeley, CA",2018,
25267,"Ocala, FL",2018,37497
25268,"Ocean City, NJ",2018,60246
25269,"Odessa, TX",2018,49458
25270,"Ogden-Clearfield, UT",2018,43682
25271,"Oklahoma City, OK",2018,48300
25272,"Olympia-Lacey-Tumwater, WA",2018,49483
25273,"Omaha-Council Bluffs, NE-IA",2018,57457
25274,"Orlando-Kissimmee-Sanford, FL",2018,43970
25275,"Oshkosh-Neenah, WI",2018,47644
25276,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
25277,"Palm Bay-Melbourne-Titusville, FL",2018,46145
25278,"Panama City, FL",2018,43020
25279,"Parkersburg-Vienna, WV",2018,43479
25280,"Pensacola-Ferry Pass-Brent, FL",2018,43699
25281,"Peoria, IL",2018,48056
25282,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
25283,"Phoenix-Mesa-Chandler, AZ",2018,46140
25284,"Pine Bluff, AR",2018,33869
25285,"Pittsburgh, PA",2018,58000
25286,"Pittsfield, MA",2018,55947
25287,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
25288,"Port St. Lucie, FL",2018,54988
25289,"Providence-Warwick, RI-MA",2018,53771
25290,"Provo-Orem, UT",2018,40896
25291,"Pueblo, CO",2018,37969
25292,"Punta Gorda, FL",2018,42292
25293,"Racine, WI",2018,49191
25294,"Raleigh-Cary, NC",2018,56139
25295,"Rapid City, SD",2018,50230
25296,"Reading, PA",2018,49549
25297,"Redding, CA",2018,44549
25298,"Reno, NV",2018,61005
25299,"Richmond, VA",2018,56101
25300,"Riverside-San Bernardino-Ontario, CA",2018,39403
25301,"Roanoke, VA",2018,46032
25302,"Rochester, MN",2018,54635
25303,"Rochester, NY",2018,50554
25304,"Rockford, IL",2018,43824
25305,"Rocky Mount, NC",2018,39030
25306,"Rome, GA",2018,37593
25307,"Sacramento-Roseville-Folsom, CA",2018,54832
25308,"Saginaw, MI",2018,39289
25309,"St. Cloud, MN",2018,45837
25310,"St. George, UT",2018,39964
25311,"St. Joseph, MO-KS",2018,38098
25312,"St. Louis, MO-IL",2018,55533
25313,"Salem, OR",2018,42119
25314,"Salinas, CA",2018,53625
25315,"Salisbury, MD-DE",2018,48086
25316,"Salt Lake City, UT",2018,51253
25317,"San Angelo, TX",2018,48865
25318,"San Antonio-New Braunfels, TX",2018,48192
25319,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
25320,"San Francisco-Redwood City-South San Francisco, CA",2018,
25321,"San Jose-Sunnyvale-Santa Clara, CA",2018,106568
25322,"San Luis Obispo-Paso Robles, CA",2018,55913
25323,"San Rafael, CA",2018,
25324,"Santa Cruz-Watsonville, CA",2018,65751
25325,"Santa Maria-Santa Barbara, CA",2018,60818
25326,"Santa Rosa-Petaluma, CA",2018,61501
25327,"Savannah, GA",2018,46990
25328,"Scranton--Wilkes-Barre, PA",2018,45522
25329,"Seattle-Bellevue-Everett, WA",2018,
25330,"Sebastian-Vero Beach, FL",2018,79972
25331,"Sebring-Avon Park, FL",2018,33047
25332,"Sheboygan, WI",2018,52880
25333,"Sherman-Denison, TX",2018,43052
25334,"Silver Spring-Frederick-Rockville, MD",2018,
25335,"Sioux City, IA-NE-SD",2018,50677
25336,"Sioux Falls, SD",2018,60254
25337,"Spokane-Spokane Valley, WA",2018,44631
25338,"Springfield, IL",2018,47642
25339,"Springfield, MA",2018,51697
25340,"Springfield, MO",2018,41339
25341,"Springfield, OH",2018,40263
25342,"Staunton, VA",2018,43388
25343,"Stockton, CA",2018,43077
25344,"Syracuse, NY",2018,49369
25345,"Tacoma-Lakewood, WA",2018,
25346,"Tallahassee, FL",2018,42507
25347,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
25348,"Texarkana, TX-AR",2018,37667
25349,"The Villages, FL",2018,48902
25350,"Toledo, OH",2018,46790
25351,"Topeka, KS",2018,46180
25352,"Trenton-Princeton, NJ",2018,68052
25353,"Tucson, AZ",2018,43103
25354,"Tulsa, OK",2018,55350
25355,"Tuscaloosa, AL",2018,38107
25356,"Tyler, TX",2018,56084
25357,"Utica-Rome, NY",2018,43255
25358,"Valdosta, GA",2018,35953
25359,"Vallejo, CA",2018,49336
25360,"Victoria, TX",2018,47647
25361,"Vineland-Bridgeton, NJ",2018,39448
25362,"Virginia Beach-Norfolk-Newport News, VA-NC",2018,48322
25363,"Visalia, CA",2018,38613
25364,"Waco, TX",2018,41319
25365,"Walla Walla, WA",2018,44521
25366,"Detroit-Warren-Dearborn, MI",2018,52469
25367,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
25368,"Waterloo-Cedar Falls, IA",2018,46002
25369,"Watertown-Fort Drum, NY",2018,46375
25370,"Wausau-Weston, WI",2018,49489
25371,"Weirton-Steubenville, WV-OH",2018,40431
25372,"Wenatchee, WA",2018,48047
25373,"West Palm Beach-Boca Raton-Delray Beach, FL",2018,
25374,"Wheeling, WV-OH",2018,48907
25375,"Wichita, KS",2018,50308
25376,"Wichita Falls, TX",2018,43262
25377,"Williamsport, PA",2018,43070
25378,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
25379,"Wilmington, NC",2018,44226
25380,"Winchester, VA-WV",2018,47879
25381,"Winston-Salem, NC",2018,43881
25382,"Yakima, WA",2018,41740
25383,"York-Hanover, PA",2018,50069
25384,"Youngstown-Warren-Boardman, OH-PA",2018,42094
25385,"Yuba City, CA",2018,41937
25386,"Yuma, AZ",2018,33672
25387,"Abilene, TX",2019,46493
25388,"Akron, OH",2019,51714
25389,"Albany, GA",2019,38764
25390,"Albany-Lebanon, OR",2019,43971
25391,"Albany-Schenectady-Troy, NY",2019,60500
25392,"Allentown-Bethlehem-Easton, PA-NJ",2019,55363
25393,"Altoona, PA",2019,47573
25394,"Amarillo, TX",2019,49008
25395,"Anaheim-Santa Ana-Irvine, CA",2019,
25396,"Anchorage, AK",2019,63208
25397,"Ann Arbor, MI",2019,61101
25398,"Anniston-Oxford, AL",2019,37708
25399,"Appleton, WI",2019,52743
25400,"Asheville, NC",2019,47559
25401,"Athens-Clarke County, GA",2019,42391
25402,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
25403,"Atlantic City-Hammonton, NJ",2019,51247
25404,"Auburn-Opelika, AL",2019,40439
25405,"Augusta-Richmond County, GA-SC",2019,43512
25406,"Austin-Round Rock-Georgetown, TX",2019,62460
25407,"Bakersfield, CA",2019,39559
25408,"Baltimore-Columbia-Towson, MD",2019,62702
25409,"Barnstable Town, MA",2019,75339
25410,"Battle Creek, MI",2019,40428
25411,"Bay City, MI",2019,43554
25412,"Beaumont-Port Arthur, TX",2019,45115
25413,"Beckley, WV",2019,41026
25414,"Bellingham, WA",2019,49868
25415,"Bend, OR",2019,57493
25416,"Binghamton, NY",2019,45505
25417,"Birmingham-Hoover, AL",2019,53185
25418,"Blacksburg-Christiansburg, VA",2019,38220
25419,"Bloomington, IL",2019,49760
25420,"Bloomsburg-Berwick, PA",2019,46776
25421,"Boston-Cambridge-Newton, MA-NH",2019,80965
25422,"Boulder, CO",2019,77305
25423,"Bremerton-Silverdale-Port Orchard, WA",2019,57197
25424,"Brownsville-Harlingen, TX",2019,30187
25425,"Brunswick, GA",2019,42593
25426,"Buffalo-Cheektowaga, NY",2019,51296
25427,"Burlington, NC",2019,41256
25428,"Burlington-South Burlington, VT",2019,58650
25429,"California-Lexington Park, MD",2019,57891
25430,"Boston-Cambridge-Newton, MA-NH",2019,80965
25431,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
25432,"Canton-Massillon, OH",2019,46019
25433,"Cape Coral-Fort Myers, FL",2019,52832
25434,"Cape Girardeau, MO-IL",2019,43506
25435,"Carson City, NV",2019,52880
25436,"Cedar Rapids, IA",2019,52898
25437,"Chambersburg-Waynesboro, PA",2019,48014
25438,"Champaign-Urbana, IL",2019,46203
25439,"Charleston, WV",2019,45527
25440,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
25441,"Charlottesville, VA",2019,67809
25442,"Chattanooga, TN-GA",2019,47104
25443,"Cheyenne, WY",2019,53532
25444,"Chicago-Naperville-Arlington Heights, IL",2019,
25445,"Chico, CA",2019,45175
25446,"Cleveland, TN",2019,39505
25447,"Cleveland-Elyria, OH",2019,55294
25448,"College Station-Bryan, TX",2019,41965
25449,"Colorado Springs, CO",2019,50862
25450,"Columbia, MO",2019,47977
25451,"Columbus, GA-AL",2019,41806
25452,"Columbus, OH",2019,52522
25453,"Corpus Christi, TX",2019,46336
25454,"Crestview-Fort Walton Beach-Destin, FL",2019,55156
25455,"Cumberland, MD-WV",2019,41166
25456,"Dallas-Fort Worth-Arlington, TX",2019,59409
25457,"Dalton, GA",2019,37995
25458,"Daphne-Fairhope-Foley, AL",2019,48270
25459,"Davenport-Moline-Rock Island, IA-IL",2019,49614
25460,"Dayton, OH",2019,
25461,"Decatur, AL",2019,40499
25462,"Decatur, IL",2019,48151
25463,"Deltona-Daytona Beach-Ormond Beach, FL",2019,45174
25464,"Denver-Aurora-Lakewood, CO",2019,67089
25465,"Des Moines-West Des Moines, IA",2019,55065
25466,"Detroit-Warren-Dearborn, MI",2019,54213
25467,"Dothan, AL",2019,42857
25468,"Dover, DE",2019,43761
25469,"Dubuque, IA",2019,51329
25470,"Duluth, MN-WI",2019,47150
25471,"Durham-Chapel Hill, NC",2019,54408
25472,"Dutchess County-Putnam County, NY",2019,
25473,"East Stroudsburg, PA",2019,44150
25474,"Eau Claire, WI",2019,48822
25475,"El Centro, CA",2019,37196
25476,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
25477,"Elmira, NY",2019,45658
25478,"El Paso, TX",2019,38681
25479,"Enid, OK",2019,45053
25480,"Erie, PA",2019,46259
25481,"Eugene-Springfield, OR",2019,45960
25482,"Fairbanks, AK",2019,59194
25483,"Fargo, ND-MN",2019,55292
25484,"Fayetteville, NC",2019,38060
25485,"Fayetteville-Springdale-Rogers, AR",2019,68808
25486,"Flagstaff, AZ",2019,48837
25487,"Flint, MI",2019,41940
25488,"Florence-Muscle Shoals, AL",2019,38405
25489,"Fond du Lac, WI",2019,49922
25490,"Fort Collins, CO",2019,55935
25491,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
25492,"Fort Smith, AR-OK",2019,38666
25493,"Dallas-Fort Worth-Arlington, TX",2019,59409
25494,"Fresno, CA",2019,43019
25495,"Gadsden, AL",2019,37700
25496,"Gainesville, FL",2019,44734
25497,"Gainesville, GA",2019,46409
25498,"Gettysburg, PA",2019,50785
25499,"Glens Falls, NY",2019,48527
25500,"Goldsboro, NC",2019,40116
25501,"Grand Forks, ND-MN",2019,51429
25502,"Grand Island, NE",2019,44836
25503,"Grand Junction, CO",2019,45898
25504,"Grand Rapids-Kentwood, MI",2019,50474
25505,"Greeley, CO",2019,48923
25506,"Green Bay, WI",2019,52453
25507,"Greensboro-High Point, NC",2019,44456
25508,"Greenville, NC",2019,42882
25509,"Gulfport-Biloxi, MS",2019,37983
25510,"Hagerstown-Martinsburg, MD-WV",2019,44637
25511,"Hanford-Corcoran, CA",2019,36442
25512,"Harrisburg-Carlisle, PA",2019,54304
25513,"Harrisonburg, VA",2019,40413
25514,"Hattiesburg, MS",2019,39076
25515,"Hickory-Lenoir-Morganton, NC",2019,40607
25516,"Hinesville, GA",2019,34832
25517,"Homosassa Springs, FL",2019,39701
25518,"Hot Springs, AR",2019,41502
25519,"Houston-The Woodlands-Sugar Land, TX",2019,58884
25520,"Huntsville, AL",2019,52208
25521,"Ithaca, NY",2019,46052
25522,"Jackson, MI",2019,40413
25523,"Jackson, MS",2019,44794
25524,"Jackson, TN",2019,41503
25525,"Jacksonville, FL",2019,52184
25526,"Jacksonville, NC",2019,40671
25527,"Janesville-Beloit, WI",2019,46018
25528,"Johnson City, TN",2019,41519
25529,"Johnstown, PA",2019,44620
25530,"Jonesboro, AR",2019,37719
25531,"Joplin, MO",2019,40691
25532,"Kalamazoo-Portage, MI",2019,49305
25533,"Kankakee, IL",2019,42857
25534,"Kansas City, MO-KS",2019,55691
25535,"Kennewick-Richland, WA",2019,45361
25536,"Killeen-Temple, TX",2019,43033
25537,"Kingsport-Bristol, TN-VA",2019,40540
25538,"Kingston, NY",2019,52554
25539,"Knoxville, TN",2019,48179
25540,"La Crosse-Onalaska, WI-MN",2019,52084
25541,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
25542,"Lake Havasu City-Kingman, AZ",2019,34274
25543,"Lakeland-Winter Haven, FL",2019,37183
25544,"Lancaster, PA",2019,54529
25545,"Lansing-East Lansing, MI",2019,42535
25546,"Laredo, TX",2019,33305
25547,"Las Vegas-Henderson-Paradise, NV",2019,49225
25548,"Lawrence, KS",2019,45174
25549,"Lawton, OK",2019,42700
25550,"Lebanon, PA",2019,49099
25551,"Lima, OH",2019,43268
25552,"Lincoln, NE",2019,50565
25553,"Little Rock-North Little Rock-Conway, AR",2019,47032
25554,"Longview, TX",2019,43575
25555,"Longview, WA",2019,45124
25556,"Los Angeles-Long Beach-Glendale, CA",2019,
25557,"Lubbock, TX",2019,44706
25558,"Lynchburg, VA",2019,40521
25559,"Macon-Bibb County, GA",2019,41402
25560,"Madera, CA",2019,38751
25561,"Madison, WI",2019,61743
25562,"Manhattan, KS",2019,47291
25563,"Mansfield, OH",2019,40313
25564,"McAllen-Edinburg-Mission, TX",2019,28091
25565,"Medford, OR",2019,47708
25566,"Memphis, TN-MS-AR",2019,47904
25567,"Merced, CA",2019,37952
25568,"Miami-Miami Beach-Kendall, FL",2019,
25569,"Midland, MI",2019,54477
25570,"Midland, TX",2019,135900
25571,"Milwaukee-Waukesha, WI",2019,57860
25572,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
25573,"Mobile, AL",2019,39910
25574,"Modesto, CA",2019,43402
25575,"Monroe, MI",2019,48696
25576,"Montgomery, AL",2019,44473
25577,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
25578,"Morgantown, WV",2019,44753
25579,"Morristown, TN",2019,37563
25580,"Mount Vernon-Anacortes, WA",2019,53221
25581,"Muskegon, MI",2019,39769
25582,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,41213
25583,"Naples-Marco Island, FL",2019,103205
25584,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
25585,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
25586,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
25587,"New Bern, NC",2019,44765
25588,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
25589,"Niles, MI",2019,48231
25590,"North Port-Sarasota-Bradenton, FL",2019,59917
25591,"Oakland-Hayward-Berkeley, CA",2019,
25592,"Ocala, FL",2019,38754
25593,"Ocean City, NJ",2019,63203
25594,"Odessa, TX",2019,52079
25595,"Ogden-Clearfield, UT",2019,46201
25596,"Oklahoma City, OK",2019,51408
25597,"Olympia-Lacey-Tumwater, WA",2019,52010
25598,"Omaha-Council Bluffs, NE-IA",2019,58368
25599,"Orlando-Kissimmee-Sanford, FL",2019,45718
25600,"Oxnard-Thousand Oaks-Ventura, CA",2019,63190
25601,"Palm Bay-Melbourne-Titusville, FL",2019,48539
25602,"Panama City, FL",2019,46818
25603,"Parkersburg-Vienna, WV",2019,45758
25604,"Pensacola-Ferry Pass-Brent, FL",2019,45259
25605,"Peoria, IL",2019,48746
25606,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
25607,"Phoenix-Mesa-Chandler, AZ",2019,48082
25608,"Pine Bluff, AR",2019,35151
25609,"Pittsburgh, PA",2019,59494
25610,"Pittsfield, MA",2019,57300
25611,"Portland-Vancouver-Hillsboro, OR-WA",2019,58941
25612,"Port St. Lucie, FL",2019,56602
