,MSA,year,income_pc
41310,"Dallas-Fort Worth-Arlington, TX",2019,59409
41311,"Fresno, CA",2019,43019
41312,"Gadsden, AL",2019,37700
41313,"Gainesville, FL",2019,44734
41314,"Gainesville, GA",2019,46409
41315,"Gettysburg, PA",2019,50785
41316,"Goldsboro, NC",2019,40116
41317,"Grand Rapids-Kentwood, MI",2019,50474
41318,"Greensboro-High Point, NC",2019,44456
41319,"Greenville, NC",2019,42882
41320,"Gulfport-Biloxi, MS",2019,37983
41321,"Hagerstown-Martinsburg, MD-WV",2019,44637
41322,"Houston-The Woodlands-Sugar Land, TX",2019,58884
41323,"Huntsville, AL",2019,52208
41324,"Iowa City, IA",2019,55538
41325,"Ithaca, NY",2019,46052
41326,"Jackson, MS",2019,44794
41327,"Jacksonville, FL",2019,52184
41328,"Jefferson City, MO",2019,44548
41329,"Johnson City, TN",2019,41519
41330,"Johnstown, PA",2019,44620
41331,"Jonesboro, AR",2019,37719
41332,"Joplin, MO",2019,40691
41333,"Kalamazoo-Portage, MI",2019,49305
41334,"Kansas City, MO-KS",2019,55691
41335,"Killeen-Temple, TX",2019,43033
41336,"Kingsport-Bristol, TN-VA",2019,40540
41337,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
41338,"Lakeland-Winter Haven, FL",2019,37183
41339,"Lancaster, PA",2019,54529
41340,"Lansing-East Lansing, MI",2019,42535
41341,"Las Vegas-Henderson-Paradise, NV",2019,49225
41342,"Lima, OH",2019,43268
41343,"Longview, TX",2019,43575
41344,"Los Angeles-Long Beach-Glendale, CA",2019,
41345,"Lynchburg, VA",2019,40521
41346,"Mansfield, OH",2019,40313
41347,"Medford, OR",2019,47708
41348,"Memphis, TN-MS-AR",2019,47904
41349,"Miami-Miami Beach-Kendall, FL",2019,
41350,"Milwaukee-Waukesha, WI",2019,57860
41351,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
41352,"Mobile, AL",2019,39910
41353,"Modesto, CA",2019,43402
41354,"Monroe, MI",2019,48696
41355,"Montgomery, AL",2019,44473
41356,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41357,"Mount Vernon-Anacortes, WA",2019,53221
41358,"Muskegon, MI",2019,39769
41359,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,41213
41360,"Naples-Marco Island, FL",2019,103205
41361,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
41362,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41363,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41364,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
41365,"North Port-Sarasota-Bradenton, FL",2019,59917
41366,"Oakland-Hayward-Berkeley, CA",2019,
41367,"Ocala, FL",2019,38754
41368,"Ocean City, NJ",2019,63203
41369,"Ogden-Clearfield, UT",2019,46201
41370,"Oklahoma City, OK",2019,51408
41371,"Olympia-Lacey-Tumwater, WA",2019,52010
41372,"Omaha-Council Bluffs, NE-IA",2019,58368
41373,"Orlando-Kissimmee-Sanford, FL",2019,45718
41374,"Oxnard-Thousand Oaks-Ventura, CA",2019,63190
41375,"Palm Bay-Melbourne-Titusville, FL",2019,48539
41376,"Pensacola-Ferry Pass-Brent, FL",2019,45259
41377,"Peoria, IL",2019,48746
41378,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41379,"Phoenix-Mesa-Chandler, AZ",2019,48082
41380,"Pittsburgh, PA",2019,59494
41381,"Pittsfield, MA",2019,57300
41382,"Portland-Vancouver-Hillsboro, OR-WA",2019,58941
41383,"Port St. Lucie, FL",2019,56602
41384,"Providence-Warwick, RI-MA",2019,56197
41385,"Provo-Orem, UT",2019,43520
41386,"Pueblo, CO",2019,39533
41387,"Raleigh-Cary, NC",2019,58147
41388,"Reading, PA",2019,51606
41389,"Richmond, VA",2019,58111
41390,"Riverside-San Bernardino-Ontario, CA",2019,40988
41391,"Roanoke, VA",2019,46891
41392,"Rochester, NY",2019,52480
41393,"Rockford, IL",2019,44621
41394,"Sacramento-Roseville-Folsom, CA",2019,57014
41395,"Saginaw, MI",2019,41659
41396,"St. Joseph, MO-KS",2019,40709
41397,"St. Louis, MO-IL",2019,57615
41398,"Salem, OR",2019,44118
41399,"San Antonio-New Braunfels, TX",2019,48025
41400,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
41401,"San Francisco-Redwood City-South San Francisco, CA",2019,
41402,"San Jose-Sunnyvale-Santa Clara, CA",2019,112693
41403,"San Rafael, CA",2019,
41404,"Santa Cruz-Watsonville, CA",2019,68990
41405,"Santa Maria-Santa Barbara, CA",2019,62715
41406,"Santa Rosa-Petaluma, CA",2019,64869
41407,"Savannah, GA",2019,47964
41408,"Scranton--Wilkes-Barre, PA",2019,46925
41409,"Seattle-Bellevue-Everett, WA",2019,
41410,"Silver Spring-Frederick-Rockville, MD",2019,
41411,"Sioux City, IA-NE-SD",2019,52855
41412,"Sioux Falls, SD",2019,64219
41413,"Spokane-Spokane Valley, WA",2019,46337
41414,"Springfield, MA",2019,53413
41415,"Springfield, OH",2019,41625
41416,"Staunton, VA",2019,44917
41417,"Stockton, CA",2019,45075
41418,"Syracuse, NY",2019,51181
41419,"Tacoma-Lakewood, WA",2019,
41420,"Tallahassee, FL",2019,44003
41421,"Tampa-St. Petersburg-Clearwater, FL",2019,49186
41422,"Texarkana, TX-AR",2019,38802
41423,"Toledo, OH",2019,48252
41424,"Trenton-Princeton, NJ",2019,70675
41425,"Tucson, AZ",2019,44649
41426,"Tulsa, OK",2019,56680
41427,"Urban Honolulu, HI",2019,59329
41428,"Vallejo, CA",2019,51889
41429,"Vineland-Bridgeton, NJ",2019,41327
41430,"Virginia Beach-Norfolk-Newport News, VA-NC",2019,49792
41431,"Waco, TX",2019,42274
41432,"Detroit-Warren-Dearborn, MI",2019,54213
41433,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
41434,"Waterloo-Cedar Falls, IA",2019,46971
41435,"Watertown-Fort Drum, NY",2019,48896
41436,"Weirton-Steubenville, WV-OH",2019,42338
41437,"West Palm Beach-Boca Raton-Delray Beach, FL",2019,
41438,"Wichita, KS",2019,52706
41439,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41440,"Wilmington, NC",2019,46620
41441,"Winston-Salem, NC",2019,45600
41442,"Yuba City, CA",2019,43411
41443,"Akron, OH",2020,54843
41444,"Albany-Schenectady-Troy, NY",2020,65112
41445,"Allentown-Bethlehem-Easton, PA-NJ",2020,59193
41446,"Anaheim-Santa Ana-Irvine, CA",2020,
41447,"Anchorage, AK",2020,64904
41448,"Asheville, NC",2020,49809
41449,"Athens-Clarke County, GA",2020,44364
41450,"Atlanta-Sandy Springs-Alpharetta, GA",2020,58773
41451,"Atlantic City-Hammonton, NJ",2020,55802
41452,"Augusta-Richmond County, GA-SC",2020,46594
41453,"Austin-Round Rock-Georgetown, TX",2020,64913
41454,"Baltimore-Columbia-Towson, MD",2020,66695
41455,"Barnstable Town, MA",2020,80420
41456,"Beaumont-Port Arthur, TX",2020,47281
41457,"Binghamton, NY",2020,49652
41458,"Birmingham-Hoover, AL",2020,55074
41459,"Blacksburg-Christiansburg, VA",2020,40692
41460,"Bloomington, IL",2020,54639
41461,"Boston-Cambridge-Newton, MA-NH",2020,85724
41462,"Buffalo-Cheektowaga, NY",2020,55777
41463,"Boston-Cambridge-Newton, MA-NH",2020,85724
41464,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
41465,"Cape Coral-Fort Myers, FL",2020,54707
41466,"Cedar Rapids, IA",2020,55971
41467,"Charlotte-Concord-Gastonia, NC-SC",2020,56682
41468,"Charlottesville, VA",2020,69853
41469,"Chattanooga, TN-GA",2020,49865
41470,"Chicago-Naperville-Arlington Heights, IL",2020,
41471,"Cleveland, TN",2020,41756
41472,"Cleveland-Elyria, OH",2020,58846
41473,"College Station-Bryan, TX",2020,44037
41474,"Columbia, MO",2020,50421
41475,"Columbus, OH",2020,56252
41476,"Dallas-Fort Worth-Arlington, TX",2020,61554
41477,"Daphne-Fairhope-Foley, AL",2020,50953
41478,"Dayton, OH",2020,
41479,"Decatur, IL",2020,52196
41480,"Denver-Aurora-Lakewood, CO",2020,69822
41481,"Des Moines-West Des Moines, IA",2020,58076
41482,"Detroit-Warren-Dearborn, MI",2020,58356
41483,"Durham-Chapel Hill, NC",2020,56703
41484,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
41485,"Fargo, ND-MN",2020,58158
41486,"Flagstaff, AZ",2020,53036
41487,"Flint, MI",2020,46152
41488,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2020,
41489,"Dallas-Fort Worth-Arlington, TX",2020,61554
41490,"Gettysburg, PA",2020,54172
41491,"Goldsboro, NC",2020,42882
41492,"Grand Rapids-Kentwood, MI",2020,54037
41493,"Gulfport-Biloxi, MS",2020,41111
41494,"Hagerstown-Martinsburg, MD-WV",2020,47759
41495,"Harrisburg-Carlisle, PA",2020,58372
41496,"Harrisonburg, VA",2020,43232
41497,"Houston-The Woodlands-Sugar Land, TX",2020,59893
41498,"Huntsville, AL",2020,55126
41499,"Jacksonville, FL",2020,55125
41500,"Janesville-Beloit, WI",2020,48836
41501,"Jefferson City, MO",2020,47827
41502,"Johnson City, TN",2020,44020
41503,"Joplin, MO",2020,42255
41504,"Kansas City, MO-KS",2020,58057
41505,"Killeen-Temple, TX",2020,45574
41506,"Kingsport-Bristol, TN-VA",2020,42869
41507,"Knoxville, TN",2020,50540
41508,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
41509,"Lakeland-Winter Haven, FL",2020,39760
41510,"Lancaster, PA",2020,58434
41511,"Lansing-East Lansing, MI",2020,46323
41512,"Las Vegas-Henderson-Paradise, NV",2020,51244
41513,"Lincoln, NE",2020,53057
41514,"Los Angeles-Long Beach-Glendale, CA",2020,
41515,"Lynchburg, VA",2020,43529
41516,"Manhattan, KS",2020,49865
41517,"Mansfield, OH",2020,43928
41518,"McAllen-Edinburg-Mission, TX",2020,31153
41519,"Medford, OR",2020,51824
41520,"Memphis, TN-MS-AR",2020,51155
41521,"Merced, CA",2020,43914
41522,"Miami-Miami Beach-Kendall, FL",2020,
41523,"Midland, TX",2020,124667
41524,"Milwaukee-Waukesha, WI",2020,60499
41525,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,67214
41526,"Mobile, AL",2020,42731
41527,"Modesto, CA",2020,48954
41528,"Montgomery, AL",2020,47446
41529,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
41530,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,43477
41531,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020,62076
41532,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
41533,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
41534,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
41535,"North Port-Sarasota-Bradenton, FL",2020,61988
41536,"Oakland-Hayward-Berkeley, CA",2020,
41537,"Ocala, FL",2020,41553
41538,"Ogden-Clearfield, UT",2020,49371
41539,"Omaha-Council Bluffs, NE-IA",2020,61040
41540,"Orlando-Kissimmee-Sanford, FL",2020,48223
41541,"Oxnard-Thousand Oaks-Ventura, CA",2020,67422
41542,"Palm Bay-Melbourne-Titusville, FL",2020,51507
41543,"Panama City, FL",2020,50696
41544,"Pensacola-Ferry Pass-Brent, FL",2020,48154
41545,"Peoria, IL",2020,52742
41546,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
41547,"Phoenix-Mesa-Chandler, AZ",2020,51851
41548,"Pittsburgh, PA",2020,63675
41549,"Portland-Vancouver-Hillsboro, OR-WA",2020,62603
41550,"Port St. Lucie, FL",2020,58649
41551,"Provo-Orem, UT",2020,46393
41552,"Racine, WI",2020,53094
41553,"Raleigh-Cary, NC",2020,60884
41554,"Reading, PA",2020,55953
41555,"Richmond, VA",2020,61148
41556,"Riverside-San Bernardino-Ontario, CA",2020,45365
41557,"Rochester, NY",2020,56477
41558,"Rockford, IL",2020,47982
41559,"Sacramento-Roseville-Folsom, CA",2020,61852
41560,"Saginaw, MI",2020,45328
41561,"St. Cloud, MN",2020,50850
41562,"St. Joseph, MO-KS",2020,43061
41563,"St. Louis, MO-IL",2020,60844
41564,"San Antonio-New Braunfels, TX",2020,50022
41565,"San Diego-Chula Vista-Carlsbad, CA",2020,66266
41566,"San Francisco-Redwood City-South San Francisco, CA",2020,
41567,"San Jose-Sunnyvale-Santa Clara, CA",2020,121619
41568,"San Rafael, CA",2020,
41569,"Santa Cruz-Watsonville, CA",2020,75957
41570,"Santa Maria-Santa Barbara, CA",2020,67879
41571,"Savannah, GA",2020,51184
41572,"Seattle-Bellevue-Everett, WA",2020,
41573,"Sierra Vista-Douglas, AZ",2020,45786
41574,"Silver Spring-Frederick-Rockville, MD",2020,
41575,"Spokane-Spokane Valley, WA",2020,49449
41576,"Springfield, MO",2020,44565
41577,"Staunton, VA",2020,47794
41578,"Syracuse, NY",2020,55563
41579,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
41580,"The Villages, FL",2020,54533
41581,"Toledo, OH",2020,51408
41582,"Topeka, KS",2020,50479
41583,"Trenton-Princeton, NJ",2020,74218
41584,"Tucson, AZ",2020,48373
41585,"Valdosta, GA",2020,40046
41586,"Virginia Beach-Norfolk-Newport News, VA-NC",2020,53310
41587,"Waco, TX",2020,45403
41588,"Warner Robins, GA",2020,45888
41589,"Detroit-Warren-Dearborn, MI",2020,58356
41590,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,76771
41591,"Wausau-Weston, WI",2020,54305
41592,"Weirton-Steubenville, WV-OH",2020,46007
41593,"West Palm Beach-Boca Raton-Delray Beach, FL",2020,
41594,"Wheeling, WV-OH",2020,48947
41595,"Wichita, KS",2020,55000
41596,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
41597,"Wilmington, NC",2020,48744
41598,"Winchester, VA-WV",2020,52377
41599,"York-Hanover, PA",2020,55761
41600,"Youngstown-Warren-Boardman, OH-PA",2020,46635
41601,"Yuba City, CA",2020,48752
41602,"Akron, OH",2018,49770
41603,"Albany-Schenectady-Troy, NY",2018,57743
41604,"Amarillo, TX",2018,46895
41605,"Anaheim-Santa Ana-Irvine, CA",2018,
41606,"Ann Arbor, MI",2018,58667
41607,"Appleton, WI",2018,50951
41608,"Asheville, NC",2018,45540
41609,"Athens-Clarke County, GA",2018,40371
41610,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
41611,"Atlantic City-Hammonton, NJ",2018,48110
41612,"Augusta-Richmond County, GA-SC",2018,41738
41613,"Austin-Round Rock-Georgetown, TX",2018,60764
41614,"Baltimore-Columbia-Towson, MD",2018,60766
41615,"Battle Creek, MI",2018,39189
41616,"Beaumont-Port Arthur, TX",2018,44232
41617,"Beckley, WV",2018,39240
41618,"Bend, OR",2018,55473
41619,"Binghamton, NY",2018,43754
41620,"Birmingham-Hoover, AL",2018,51377
41621,"Boston-Cambridge-Newton, MA-NH",2018,77752
41622,"Boulder, CO",2018,72607
41623,"Bremerton-Silverdale-Port Orchard, WA",2018,54597
41624,"Brunswick, GA",2018,41595
41625,"Buffalo-Cheektowaga, NY",2018,49344
41626,"Burlington, NC",2018,39742
41627,"Burlington-South Burlington, VT",2018,56799
41628,"Boston-Cambridge-Newton, MA-NH",2018,77752
41629,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
41630,"Canton-Massillon, OH",2018,44544
41631,"Cape Coral-Fort Myers, FL",2018,52022
41632,"Casper, WY",2018,71185
41633,"Chambersburg-Waynesboro, PA",2018,46435
41634,"Charleston, WV",2018,44328
41635,"Charlotte-Concord-Gastonia, NC-SC",2018,52232
41636,"Charlottesville, VA",2018,66576
41637,"Chattanooga, TN-GA",2018,45935
41638,"Chicago-Naperville-Arlington Heights, IL",2018,
41639,"Cleveland, TN",2018,38418
41640,"Cleveland-Elyria, OH",2018,53881
41641,"College Station-Bryan, TX",2018,41146
41642,"Colorado Springs, CO",2018,48562
41643,"Columbus, OH",2018,51196
41644,"Crestview-Fort Walton Beach-Destin, FL",2018,52807
41645,"Dallas-Fort Worth-Arlington, TX",2018,57562
41646,"Dalton, GA",2018,36697
41647,"Daphne-Fairhope-Foley, AL",2018,46905
41648,"Davenport-Moline-Rock Island, IA-IL",2018,48660
41649,"Decatur, AL",2018,38608
41650,"Deltona-Daytona Beach-Ormond Beach, FL",2018,43575
41651,"Denver-Aurora-Lakewood, CO",2018,64114
41652,"Detroit-Warren-Dearborn, MI",2018,52469
41653,"Durham-Chapel Hill, NC",2018,52243
41654,"Dutchess County-Putnam County, NY",2018,
41655,"El Paso, TX",2018,36347
41656,"Enid, OK",2018,44288
41657,"Erie, PA",2018,44740
41658,"Fayetteville-Springdale-Rogers, AR",2018,67281
41659,"Flagstaff, AZ",2018,48416
41660,"Flint, MI",2018,40495
41661,"Florence-Muscle Shoals, AL",2018,37042
41662,"Fort Collins, CO",2018,53836
41663,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2018,
41664,"Fort Smith, AR-OK",2018,37211
41665,"Dallas-Fort Worth-Arlington, TX",2018,57562
41666,"Fresno, CA",2018,41248
41667,"Gadsden, AL",2018,36583
41668,"Gainesville, GA",2018,44831
41669,"Grand Island, NE",2018,43165
41670,"Grand Junction, CO",2018,44691
41671,"Grand Rapids-Kentwood, MI",2018,49040
41672,"Greeley, CO",2018,47884
41673,"Greensboro-High Point, NC",2018,42745
41674,"Gulfport-Biloxi, MS",2018,36703
41675,"Hagerstown-Martinsburg, MD-WV",2018,43505
41676,"Houston-The Woodlands-Sugar Land, TX",2018,57875
41677,"Huntsville, AL",2018,50044
41678,"Ithaca, NY",2018,44692
41679,"Jackson, MI",2018,39359
41680,"Jackson, MS",2018,43423
41681,"Jackson, TN",2018,39585
41682,"Jacksonville, FL",2018,50411
41683,"Jacksonville, NC",2018,40077
41684,"Janesville-Beloit, WI",2018,43868
41685,"Joplin, MO",2018,40371
41686,"Kalamazoo-Portage, MI",2018,47968
41687,"Kankakee, IL",2018,41173
41688,"Kansas City, MO-KS",2018,53688
41689,"Killeen-Temple, TX",2018,42169
41690,"Kingsport-Bristol, TN-VA",2018,39689
41691,"Kingston, NY",2018,50378
41692,"Knoxville, TN",2018,46341
41693,"La Crosse-Onalaska, WI-MN",2018,49888
41694,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
41695,"Lakeland-Winter Haven, FL",2018,36048
41696,"Lansing-East Lansing, MI",2018,41190
41697,"Las Vegas-Henderson-Paradise, NV",2018,47184
41698,"Lima, OH",2018,42427
41699,"Lincoln, NE",2018,49479
41700,"Little Rock-North Little Rock-Conway, AR",2018,45563
41701,"Longview, TX",2018,42174
41702,"Los Angeles-Long Beach-Glendale, CA",2018,
41703,"Lynchburg, VA",2018,39668
41704,"Madison, WI",2018,59266
41705,"Medford, OR",2018,45903
41706,"Memphis, TN-MS-AR",2018,46481
41707,"Miami-Miami Beach-Kendall, FL",2018,
41708,"Midland, MI",2018,53973
41709,"Milwaukee-Waukesha, WI",2018,56253
41710,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
41711,"Mobile, AL",2018,38119
41712,"Monroe, MI",2018,47091
41713,"Montgomery, AL",2018,43156
41714,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
41715,"Muskegon, MI",2018,38141
41716,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
41717,"Naples-Marco Island, FL",2018,99997
41718,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
41719,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
41720,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
41721,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
41722,"North Port-Sarasota-Bradenton, FL",2018,58060
41723,"Oakland-Hayward-Berkeley, CA",2018,
41724,"Ocala, FL",2018,37497
41725,"Ocean City, NJ",2018,60246
41726,"Ogden-Clearfield, UT",2018,43682
41727,"Oklahoma City, OK",2018,48300
41728,"Omaha-Council Bluffs, NE-IA",2018,57457
41729,"Orlando-Kissimmee-Sanford, FL",2018,43970
41730,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
41731,"Palm Bay-Melbourne-Titusville, FL",2018,46145
41732,"Pensacola-Ferry Pass-Brent, FL",2018,43699
41733,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
41734,"Phoenix-Mesa-Chandler, AZ",2018,46140
41735,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
41736,"Port St. Lucie, FL",2018,54988
41737,"Providence-Warwick, RI-MA",2018,53771
41738,"Punta Gorda, FL",2018,42292
41739,"Raleigh-Cary, NC",2018,56139
41740,"Redding, CA",2018,44549
41741,"Reno, NV",2018,61005
41742,"Richmond, VA",2018,56101
41743,"Riverside-San Bernardino-Ontario, CA",2018,39403
41744,"Roanoke, VA",2018,46032
41745,"Rochester, MN",2018,54635
41746,"Rockford, IL",2018,43824
41747,"Sacramento-Roseville-Folsom, CA",2018,54832
41748,"St. Louis, MO-IL",2018,55533
41749,"Salem, OR",2018,42119
41750,"Salisbury, MD-DE",2018,48086
41751,"Salt Lake City, UT",2018,51253
41752,"San Angelo, TX",2018,48865
41753,"San Antonio-New Braunfels, TX",2018,48192
41754,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
41755,"San Francisco-Redwood City-South San Francisco, CA",2018,
41756,"San Jose-Sunnyvale-Santa Clara, CA",2018,106568
41757,"Santa Maria-Santa Barbara, CA",2018,60818
41758,"Santa Rosa-Petaluma, CA",2018,61501
41759,"Savannah, GA",2018,46990
41760,"Scranton--Wilkes-Barre, PA",2018,45522
41761,"Seattle-Bellevue-Everett, WA",2018,
41762,"Sebastian-Vero Beach, FL",2018,79972
41763,"Sheboygan, WI",2018,52880
41764,"Silver Spring-Frederick-Rockville, MD",2018,
41765,"Sioux Falls, SD",2018,60254
41766,"Springfield, MA",2018,51697
41767,"Springfield, MO",2018,41339
41768,"State College, PA",2018,46210
41769,"Stockton, CA",2018,43077
41770,"Syracuse, NY",2018,49369
41771,"Tacoma-Lakewood, WA",2018,
41772,"Tallahassee, FL",2018,42507
41773,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
41774,"The Villages, FL",2018,48902
41775,"Toledo, OH",2018,46790
41776,"Topeka, KS",2018,46180
41777,"Tulsa, OK",2018,55350
41778,"Tuscaloosa, AL",2018,38107
41779,"Tyler, TX",2018,56084
41780,"Urban Honolulu, HI",2018,57468
41781,"Valdosta, GA",2018,35953
41782,"Vallejo, CA",2018,49336
41783,"Virginia Beach-Norfolk-Newport News, VA-NC",2018,48322
41784,"Waco, TX",2018,41319
41785,"Detroit-Warren-Dearborn, MI",2018,52469
41786,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
41787,"West Palm Beach-Boca Raton-Delray Beach, FL",2018,
41788,"Wichita, KS",2018,50308
41789,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
41790,"Wilmington, NC",2018,44226
41791,"Winston-Salem, NC",2018,43881
41792,"Youngstown-Warren-Boardman, OH-PA",2018,42094
41793,"Yuma, AZ",2018,33672
41794,"Abilene, TX",2019,46493
41795,"Akron, OH",2019,51714
41796,"Albany-Lebanon, OR",2019,43971
41797,"Allentown-Bethlehem-Easton, PA-NJ",2019,55363
41798,"Anaheim-Santa Ana-Irvine, CA",2019,
41799,"Ann Arbor, MI",2019,61101
41800,"Anniston-Oxford, AL",2019,37708
41801,"Athens-Clarke County, GA",2019,42391
41802,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
41803,"Atlantic City-Hammonton, NJ",2019,51247
41804,"Auburn-Opelika, AL",2019,40439
41805,"Augusta-Richmond County, GA-SC",2019,43512
41806,"Austin-Round Rock-Georgetown, TX",2019,62460
41807,"Baltimore-Columbia-Towson, MD",2019,62702
41808,"Bay City, MI",2019,43554
41809,"Beaumont-Port Arthur, TX",2019,45115
41810,"Bellingham, WA",2019,49868
41811,"Binghamton, NY",2019,45505
41812,"Birmingham-Hoover, AL",2019,53185
41813,"Blacksburg-Christiansburg, VA",2019,38220
41814,"Boston-Cambridge-Newton, MA-NH",2019,80965
41815,"Boulder, CO",2019,77305
41816,"Bremerton-Silverdale-Port Orchard, WA",2019,57197
41817,"Brunswick, GA",2019,42593
41818,"Buffalo-Cheektowaga, NY",2019,51296
41819,"Burlington-South Burlington, VT",2019,58650
41820,"California-Lexington Park, MD",2019,57891
41821,"Boston-Cambridge-Newton, MA-NH",2019,80965
41822,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
41823,"Canton-Massillon, OH",2019,46019
41824,"Cape Coral-Fort Myers, FL",2019,52832
41825,"Carbondale-Marion, IL",2019,41233
41826,"Chambersburg-Waynesboro, PA",2019,48014
41827,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
41828,"Chattanooga, TN-GA",2019,47104
41829,"Chicago-Naperville-Arlington Heights, IL",2019,
41830,"Cleveland-Elyria, OH",2019,55294
41831,"Colorado Springs, CO",2019,50862
41832,"Columbus, OH",2019,52522
41833,"Dallas-Fort Worth-Arlington, TX",2019,59409
41834,"Daphne-Fairhope-Foley, AL",2019,48270
41835,"Davenport-Moline-Rock Island, IA-IL",2019,49614
41836,"Dayton, OH",2019,
41837,"Decatur, AL",2019,40499
41838,"Deltona-Daytona Beach-Ormond Beach, FL",2019,45174
41839,"Denver-Aurora-Lakewood, CO",2019,67089
41840,"Des Moines-West Des Moines, IA",2019,55065
41841,"Detroit-Warren-Dearborn, MI",2019,54213
41842,"Dover, DE",2019,43761
41843,"Dubuque, IA",2019,51329
41844,"Duluth, MN-WI",2019,47150
41845,"Durham-Chapel Hill, NC",2019,54408
41846,"East Stroudsburg, PA",2019,44150
41847,"Eau Claire, WI",2019,48822
41848,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
41849,"El Paso, TX",2019,38681
41850,"Erie, PA",2019,46259
41851,"Eugene-Springfield, OR",2019,45960
41852,"Fayetteville, NC",2019,38060
41853,"Flagstaff, AZ",2019,48837
41854,"Flint, MI",2019,41940
41855,"Fort Collins, CO",2019,55935
41856,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
41857,"Fort Smith, AR-OK",2019,38666
41858,"Dallas-Fort Worth-Arlington, TX",2019,59409
41859,"Fresno, CA",2019,43019
41860,"Gadsden, AL",2019,37700
41861,"Grand Rapids-Kentwood, MI",2019,50474
41862,"Greeley, CO",2019,48923
41863,"Green Bay, WI",2019,52453
41864,"Greensboro-High Point, NC",2019,44456
41865,"Greenville, NC",2019,42882
41866,"Gulfport-Biloxi, MS",2019,37983
41867,"Hickory-Lenoir-Morganton, NC",2019,40607
41868,"Houston-The Woodlands-Sugar Land, TX",2019,58884
41869,"Huntsville, AL",2019,52208
41870,"Ithaca, NY",2019,46052
41871,"Jackson, MI",2019,40413
41872,"Jackson, MS",2019,44794
41873,"Jacksonville, FL",2019,52184
41874,"Johnson City, TN",2019,41519
41875,"Joplin, MO",2019,40691
41876,"Kalamazoo-Portage, MI",2019,49305
41877,"Kankakee, IL",2019,42857
41878,"Kansas City, MO-KS",2019,55691
41879,"Killeen-Temple, TX",2019,43033
41880,"Kingsport-Bristol, TN-VA",2019,40540
41881,"Kingston, NY",2019,52554
41882,"Knoxville, TN",2019,48179
41883,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
41884,"Lakeland-Winter Haven, FL",2019,37183
41885,"Lansing-East Lansing, MI",2019,42535
41886,"Lima, OH",2019,43268
41887,"Lincoln, NE",2019,50565
